AssessmentRecordID,ReviewID,UserID,RiskID,RoleKey
ASMT_0000078,REV_2024,U00524,RISK_028,588
ASMT_0000079,REV_2026,U00524,RISK_028,559
ASMT_0000079,REV_2026,U00524,RISK_028,123
ASMT_0000080,REV_2026,U01009,RISK_094,376
ASMT_0000080,REV_2026,U01009,RISK_094,108
ASMT_0000081,REV_2026,U00737,RISK_028,165
ASMT_0000082,REV_2024,U01377,RISK_067,642
ASMT_0000082,REV_2024,U01377,RISK_067,257
ASMT_0000083,REV_2022,U01273,RISK_076,334
ASMT_0000084,REV_2023,U01273,RISK_076,395
ASMT_0000084,REV_2023,U01273,RISK_076,442
ASMT_0000085,REV_2025,U00983,RISK_089,130
ASMT_0000085,REV_2025,U00983,RISK_089,611
ASMT_0000086,REV_2022,U00906,RISK_102,341
ASMT_0000086,REV_2022,U00906,RISK_102,51
ASMT_0000087,REV_2022,U01701,RISK_023,330
ASMT_0000087,REV_2022,U01701,RISK_023,226
ASMT_0000088,REV_2024,U01240,RISK_026,645
ASMT_0000088,REV_2024,U01240,RISK_026,78
ASMT_0000089,REV_2024,U00663,RISK_065,601
ASMT_0000089,REV_2024,U00663,RISK_065,348
ASMT_0000090,REV_2026,U01204,RISK_105,231
ASMT_0000090,REV_2026,U01204,RISK_105,427
ASMT_0000091,REV_2023,U01618,RISK_007,144
ASMT_0000092,REV_2022,U00806,RISK_047,73
ASMT_0000092,REV_2022,U00806,RISK_047,351
ASMT_0000093,REV_2024,U01605,RISK_103,597
ASMT_0000093,REV_2024,U01605,RISK_103,437
ASMT_0000094,REV_2026,U00472,RISK_002,211
ASMT_0000094,REV_2026,U00472,RISK_002,221
ASMT_0000095,REV_2024,U01521,RISK_076,11
ASMT_0000095,REV_2024,U01521,RISK_076,34
ASMT_0000096,REV_2025,U01521,RISK_076,169
ASMT_0000096,REV_2025,U01521,RISK_076,503
ASMT_0000097,REV_2026,U01521,RISK_076,298
ASMT_0000097,REV_2026,U01521,RISK_076,203
ASMT_0000098,REV_2022,U01583,RISK_075,624
ASMT_0000099,REV_2023,U01583,RISK_075,87
ASMT_0000099,REV_2023,U01583,RISK_075,649
ASMT_0000099,REV_2023,U01583,RISK_075,60
ASMT_0000100,REV_2024,U01583,RISK_075,83
ASMT_0000101,REV_2022,U00482,RISK_003,443
ASMT_0000102,REV_2024,U00482,RISK_003,548
ASMT_0000102,REV_2024,U00482,RISK_003,113
ASMT_0000103,REV_2022,U00433,RISK_070,489
ASMT_0000104,REV_2025,U00433,RISK_070,550
ASMT_0000104,REV_2025,U00433,RISK_070,319
ASMT_0000105,REV_2026,U00433,RISK_070,242
ASMT_0000105,REV_2026,U00433,RISK_070,410
ASMT_0000106,REV_2025,U01254,RISK_054,109
ASMT_0000107,REV_2022,U01183,RISK_044,571
ASMT_0000107,REV_2022,U01183,RISK_044,118
ASMT_0000108,REV_2024,U01183,RISK_044,463
ASMT_0000108,REV_2024,U01183,RISK_044,136
ASMT_0000109,REV_2025,U01407,RISK_112,250
ASMT_0000109,REV_2025,U01407,RISK_112,263
ASMT_0000110,REV_2024,U00419,RISK_091,326
ASMT_0000110,REV_2024,U00419,RISK_091,402
ASMT_0000110,REV_2024,U00419,RISK_091,461
ASMT_0000111,REV_2025,U00419,RISK_091,250
ASMT_0000111,REV_2025,U00419,RISK_091,270
ASMT_0000111,REV_2025,U00419,RISK_091,259
ASMT_0000112,REV_2026,U00419,RISK_091,467
ASMT_0000112,REV_2026,U00419,RISK_091,181
ASMT_0000113,REV_2024,U01079,RISK_094,328
ASMT_0000113,REV_2024,U01079,RISK_094,280
ASMT_0000113,REV_2024,U01079,RISK_094,559
ASMT_0000114,REV_2022,U01273,RISK_004,643
ASMT_0000114,REV_2022,U01273,RISK_004,196
ASMT_0000114,REV_2022,U01273,RISK_004,120
ASMT_0000115,REV_2024,U01273,RISK_004,493
ASMT_0000115,REV_2024,U01273,RISK_004,381
ASMT_0000116,REV_2026,U01273,RISK_004,559
ASMT_0000117,REV_2023,U01417,RISK_068,181
ASMT_0000117,REV_2023,U01417,RISK_068,172
ASMT_0000118,REV_2024,U01417,RISK_068,21
ASMT_0000118,REV_2024,U01417,RISK_068,253
ASMT_0000119,REV_2025,U01417,RISK_068,427
ASMT_0000120,REV_2024,U00929,RISK_093,102
ASMT_0000120,REV_2024,U00929,RISK_093,79
ASMT_0000121,REV_2022,U01648,RISK_005,67
ASMT_0000121,REV_2022,U01648,RISK_005,73
ASMT_0000122,REV_2024,U00962,RISK_094,631
ASMT_0000123,REV_2024,U00748,RISK_094,24
ASMT_0000123,REV_2024,U00748,RISK_094,58
ASMT_0000124,REV_2025,U00748,RISK_094,265
ASMT_0000124,REV_2025,U00748,RISK_094,150
ASMT_0000125,REV_2023,U00171,RISK_045,340
ASMT_0000125,REV_2023,U00171,RISK_045,597
ASMT_0000126,REV_2026,U00171,RISK_045,309
ASMT_0000126,REV_2026,U00171,RISK_045,258
ASMT_0000127,REV_2022,U00839,RISK_021,10
ASMT_0000127,REV_2022,U00839,RISK_021,154
ASMT_0000127,REV_2022,U00839,RISK_021,136
ASMT_0000128,REV_2023,U00839,RISK_021,31
ASMT_0000128,REV_2023,U00839,RISK_021,53
ASMT_0000129,REV_2024,U00839,RISK_021,359
ASMT_0000129,REV_2024,U00839,RISK_021,70
ASMT_0000130,REV_2025,U00839,RISK_021,33
ASMT_0000131,REV_2026,U00839,RISK_021,289
ASMT_0000132,REV_2022,U00622,RISK_075,116
ASMT_0000133,REV_2023,U00622,RISK_075,63
ASMT_0000133,REV_2023,U00622,RISK_075,500
ASMT_0000134,REV_2024,U00622,RISK_075,219
ASMT_0000135,REV_2022,U00816,RISK_116,506
ASMT_0000135,REV_2022,U00816,RISK_116,209
ASMT_0000136,REV_2023,U00816,RISK_116,405
ASMT_0000137,REV_2024,U00816,RISK_116,277
ASMT_0000137,REV_2024,U00816,RISK_116,55
ASMT_0000138,REV_2025,U00816,RISK_116,33
ASMT_0000138,REV_2025,U00816,RISK_116,143
ASMT_0000139,REV_2026,U00816,RISK_116,333
ASMT_0000139,REV_2026,U00816,RISK_116,410
ASMT_0000139,REV_2026,U00816,RISK_116,55
ASMT_0000140,REV_2023,U01127,RISK_083,607
ASMT_0000140,REV_2023,U01127,RISK_083,419
ASMT_0000141,REV_2024,U01316,RISK_050,125
ASMT_0000141,REV_2024,U01316,RISK_050,563
ASMT_0000142,REV_2026,U01316,RISK_050,226
ASMT_0000142,REV_2026,U01316,RISK_050,432
ASMT_0000143,REV_2025,U00588,RISK_054,631
ASMT_0000144,REV_2026,U00588,RISK_054,447
ASMT_0000144,REV_2026,U00588,RISK_054,148
ASMT_0000145,REV_2023,U01619,RISK_079,183
ASMT_0000145,REV_2023,U01619,RISK_079,590
ASMT_0000146,REV_2022,U01248,RISK_061,534
ASMT_0000146,REV_2022,U01248,RISK_061,502
ASMT_0000147,REV_2025,U01248,RISK_061,635
ASMT_0000147,REV_2025,U01248,RISK_061,382
ASMT_0000147,REV_2025,U01248,RISK_061,421
ASMT_0000148,REV_2026,U01248,RISK_061,335
ASMT_0000149,REV_2023,U01697,RISK_005,187
ASMT_0000149,REV_2023,U01697,RISK_005,325
ASMT_0000150,REV_2026,U00717,RISK_087,424
ASMT_0000151,REV_2023,U01735,RISK_048,55
ASMT_0000151,REV_2023,U01735,RISK_048,541
ASMT_0000151,REV_2023,U01735,RISK_048,273
ASMT_0000152,REV_2024,U01735,RISK_048,42
ASMT_0000153,REV_2022,U00391,RISK_094,31
ASMT_0000153,REV_2022,U00391,RISK_094,221
ASMT_0000154,REV_2022,U00726,RISK_116,528
ASMT_0000155,REV_2023,U00726,RISK_116,272
ASMT_0000156,REV_2024,U00726,RISK_116,529
ASMT_0000156,REV_2024,U00726,RISK_116,518
ASMT_0000157,REV_2025,U00726,RISK_116,497
ASMT_0000157,REV_2025,U00726,RISK_116,591
ASMT_0000158,REV_2025,U00448,RISK_058,241
ASMT_0000158,REV_2025,U00448,RISK_058,49
ASMT_0000159,REV_2026,U00448,RISK_058,116
ASMT_0000159,REV_2026,U00448,RISK_058,94
ASMT_0000160,REV_2023,U01670,RISK_096,463
ASMT_0000160,REV_2023,U01670,RISK_096,583
ASMT_0000161,REV_2024,U01670,RISK_096,590
ASMT_0000161,REV_2024,U01670,RISK_096,57
ASMT_0000162,REV_2022,U01473,RISK_101,270
ASMT_0000162,REV_2022,U01473,RISK_101,477
ASMT_0000162,REV_2022,U01473,RISK_101,576
ASMT_0000163,REV_2023,U01473,RISK_101,642
ASMT_0000164,REV_2024,U01473,RISK_101,421
ASMT_0000164,REV_2024,U01473,RISK_101,108
ASMT_0000165,REV_2025,U01473,RISK_101,249
ASMT_0000165,REV_2025,U01473,RISK_101,650
ASMT_0000165,REV_2025,U01473,RISK_101,12
ASMT_0000166,REV_2026,U01473,RISK_101,391
ASMT_0000166,REV_2026,U01473,RISK_101,354
ASMT_0000167,REV_2023,U00110,RISK_052,273
ASMT_0000167,REV_2023,U00110,RISK_052,505
ASMT_0000168,REV_2025,U00988,RISK_063,122
ASMT_0000168,REV_2025,U00988,RISK_063,75
ASMT_0000169,REV_2022,U00355,RISK_029,78
ASMT_0000169,REV_2022,U00355,RISK_029,552
ASMT_0000170,REV_2022,U00167,RISK_008,575
ASMT_0000171,REV_2023,U00167,RISK_008,571
ASMT_0000171,REV_2023,U00167,RISK_008,49
ASMT_0000172,REV_2024,U00167,RISK_008,151
ASMT_0000172,REV_2024,U00167,RISK_008,359
ASMT_0000173,REV_2025,U00167,RISK_008,383
ASMT_0000174,REV_2023,U01044,RISK_110,428
ASMT_0000175,REV_2026,U01044,RISK_110,33
ASMT_0000175,REV_2026,U01044,RISK_110,270
ASMT_0000176,REV_2022,U01000,RISK_010,94
ASMT_0000176,REV_2022,U01000,RISK_010,477
ASMT_0000176,REV_2022,U01000,RISK_010,231
ASMT_0000177,REV_2024,U01000,RISK_010,313
ASMT_0000178,REV_2026,U01000,RISK_010,277
ASMT_0000179,REV_2023,U00259,RISK_105,98
ASMT_0000180,REV_2025,U00259,RISK_105,267
ASMT_0000180,REV_2025,U00259,RISK_105,304
ASMT_0000181,REV_2023,U01704,RISK_062,539
ASMT_0000181,REV_2023,U01704,RISK_062,332
ASMT_0000182,REV_2024,U01704,RISK_062,226
ASMT_0000182,REV_2024,U01704,RISK_062,595
ASMT_0000183,REV_2023,U01289,RISK_028,416
ASMT_0000184,REV_2022,U00496,RISK_046,457
ASMT_0000184,REV_2022,U00496,RISK_046,505
ASMT_0000185,REV_2022,U01301,RISK_096,72
ASMT_0000185,REV_2022,U01301,RISK_096,645
ASMT_0000186,REV_2023,U01301,RISK_096,164
ASMT_0000186,REV_2023,U01301,RISK_096,108
ASMT_0000187,REV_2023,U00480,RISK_106,306
ASMT_0000188,REV_2022,U00924,RISK_071,461
ASMT_0000189,REV_2025,U00924,RISK_071,216
ASMT_0000189,REV_2025,U00924,RISK_071,53
ASMT_0000190,REV_2022,U00706,RISK_045,578
ASMT_0000190,REV_2022,U00706,RISK_045,279
ASMT_0000191,REV_2024,U00706,RISK_045,162
ASMT_0000191,REV_2024,U00706,RISK_045,314
ASMT_0000192,REV_2026,U00706,RISK_045,111
ASMT_0000192,REV_2026,U00706,RISK_045,201
ASMT_0000193,REV_2022,U01000,RISK_088,438
ASMT_0000193,REV_2022,U01000,RISK_088,343
ASMT_0000193,REV_2022,U01000,RISK_088,7
ASMT_0000194,REV_2023,U01000,RISK_088,527
ASMT_0000194,REV_2023,U01000,RISK_088,298
ASMT_0000195,REV_2025,U01000,RISK_088,465
ASMT_0000195,REV_2025,U01000,RISK_088,9
ASMT_0000196,REV_2026,U01000,RISK_088,444
ASMT_0000197,REV_2024,U00709,RISK_053,100
ASMT_0000198,REV_2022,U01330,RISK_010,49
ASMT_0000198,REV_2022,U01330,RISK_010,595
ASMT_0000199,REV_2025,U01330,RISK_010,410
ASMT_0000200,REV_2026,U01330,RISK_010,351
ASMT_0000200,REV_2026,U01330,RISK_010,113
ASMT_0000201,REV_2023,U01572,RISK_053,246
ASMT_0000201,REV_2023,U01572,RISK_053,534
ASMT_0000202,REV_2026,U01387,RISK_055,640
ASMT_0000202,REV_2026,U01387,RISK_055,407
ASMT_0000203,REV_2022,U00459,RISK_081,8
ASMT_0000203,REV_2022,U00459,RISK_081,487
ASMT_0000204,REV_2023,U00459,RISK_081,637
ASMT_0000205,REV_2024,U00459,RISK_081,37
ASMT_0000205,REV_2024,U00459,RISK_081,378
ASMT_0000206,REV_2026,U00459,RISK_081,504
ASMT_0000206,REV_2026,U00459,RISK_081,626
ASMT_0000207,REV_2022,U00234,RISK_116,585
ASMT_0000207,REV_2022,U00234,RISK_116,86
ASMT_0000208,REV_2023,U00234,RISK_116,75
ASMT_0000208,REV_2023,U00234,RISK_116,428
ASMT_0000209,REV_2024,U00234,RISK_116,213
ASMT_0000210,REV_2025,U00234,RISK_116,255
ASMT_0000210,REV_2025,U00234,RISK_116,69
ASMT_0000211,REV_2022,U01727,RISK_063,69
ASMT_0000212,REV_2022,U00338,RISK_090,276
ASMT_0000212,REV_2022,U00338,RISK_090,521
ASMT_0000213,REV_2023,U00338,RISK_090,436
ASMT_0000214,REV_2025,U00338,RISK_090,524
ASMT_0000214,REV_2025,U00338,RISK_090,556
ASMT_0000215,REV_2024,U01777,RISK_046,356
ASMT_0000215,REV_2024,U01777,RISK_046,512
ASMT_0000216,REV_2023,U00119,RISK_055,109
ASMT_0000216,REV_2023,U00119,RISK_055,232
ASMT_0000217,REV_2023,U00548,RISK_058,77
ASMT_0000217,REV_2023,U00548,RISK_058,165
ASMT_0000218,REV_2022,U00453,RISK_104,233
ASMT_0000218,REV_2022,U00453,RISK_104,265
ASMT_0000219,REV_2023,U00453,RISK_104,348
ASMT_0000219,REV_2023,U00453,RISK_104,111
ASMT_0000220,REV_2024,U00453,RISK_104,4
ASMT_0000221,REV_2025,U00453,RISK_104,10
ASMT_0000221,REV_2025,U00453,RISK_104,464
ASMT_0000222,REV_2022,U00767,RISK_093,536
ASMT_0000222,REV_2022,U00767,RISK_093,500
ASMT_0000223,REV_2025,U00767,RISK_093,21
ASMT_0000223,REV_2025,U00767,RISK_093,580
ASMT_0000224,REV_2024,U00668,RISK_096,308
ASMT_0000225,REV_2025,U00668,RISK_096,556
ASMT_0000225,REV_2025,U00668,RISK_096,325
ASMT_0000226,REV_2023,U01201,RISK_014,251
ASMT_0000227,REV_2023,U01718,RISK_104,401
ASMT_0000227,REV_2023,U01718,RISK_104,45
ASMT_0000228,REV_2024,U01718,RISK_104,117
ASMT_0000228,REV_2024,U01718,RISK_104,257
ASMT_0000229,REV_2026,U01718,RISK_104,120
ASMT_0000230,REV_2024,U01757,RISK_087,393
ASMT_0000230,REV_2024,U01757,RISK_087,158
ASMT_0000231,REV_2024,U01468,RISK_022,354
ASMT_0000231,REV_2024,U01468,RISK_022,399
ASMT_0000232,REV_2022,U00206,RISK_020,538
ASMT_0000232,REV_2022,U00206,RISK_020,255
ASMT_0000233,REV_2023,U00206,RISK_020,9
ASMT_0000233,REV_2023,U00206,RISK_020,96
ASMT_0000234,REV_2024,U00206,RISK_020,151
ASMT_0000235,REV_2025,U00206,RISK_020,460
ASMT_0000235,REV_2025,U00206,RISK_020,375
ASMT_0000236,REV_2024,U00083,RISK_043,430
ASMT_0000236,REV_2024,U00083,RISK_043,126
ASMT_0000237,REV_2025,U00083,RISK_043,21
ASMT_0000237,REV_2025,U00083,RISK_043,497
ASMT_0000238,REV_2026,U00083,RISK_043,289
ASMT_0000239,REV_2023,U00326,RISK_081,13
ASMT_0000239,REV_2023,U00326,RISK_081,472
ASMT_0000240,REV_2025,U00326,RISK_081,591
ASMT_0000240,REV_2025,U00326,RISK_081,321
ASMT_0000241,REV_2025,U00015,RISK_094,446
ASMT_0000241,REV_2025,U00015,RISK_094,428
ASMT_0000242,REV_2026,U00015,RISK_094,595
ASMT_0000243,REV_2024,U01259,RISK_046,511
ASMT_0000243,REV_2024,U01259,RISK_046,34
ASMT_0000244,REV_2022,U00955,RISK_073,599
ASMT_0000244,REV_2022,U00955,RISK_073,643
ASMT_0000245,REV_2023,U00955,RISK_073,155
ASMT_0000245,REV_2023,U00955,RISK_073,617
ASMT_0000246,REV_2026,U00955,RISK_073,572
ASMT_0000247,REV_2024,U00312,RISK_088,241
ASMT_0000248,REV_2025,U00312,RISK_088,112
ASMT_0000248,REV_2025,U00312,RISK_088,650
ASMT_0000249,REV_2024,U01312,RISK_005,2
ASMT_0000249,REV_2024,U01312,RISK_005,289
ASMT_0000250,REV_2025,U01112,RISK_064,320
ASMT_0000250,REV_2025,U01112,RISK_064,73
ASMT_0000251,REV_2024,U01731,RISK_029,250
ASMT_0000252,REV_2023,U00434,RISK_069,156
ASMT_0000252,REV_2023,U00434,RISK_069,420
ASMT_0000253,REV_2024,U00434,RISK_069,504
ASMT_0000253,REV_2024,U00434,RISK_069,303
ASMT_0000254,REV_2025,U00434,RISK_069,335
ASMT_0000254,REV_2025,U00434,RISK_069,295
ASMT_0000255,REV_2024,U00794,RISK_003,89
ASMT_0000256,REV_2025,U00794,RISK_003,539
ASMT_0000256,REV_2025,U00794,RISK_003,533
ASMT_0000257,REV_2026,U00794,RISK_003,574
ASMT_0000257,REV_2026,U00794,RISK_003,240
ASMT_0000258,REV_2023,U00150,RISK_112,604
ASMT_0000259,REV_2024,U01623,RISK_035,357
ASMT_0000259,REV_2024,U01623,RISK_035,148
ASMT_0000260,REV_2022,U01045,RISK_108,358
ASMT_0000260,REV_2022,U01045,RISK_108,500
ASMT_0000261,REV_2023,U01045,RISK_108,473
ASMT_0000261,REV_2023,U01045,RISK_108,323
ASMT_0000262,REV_2024,U01045,RISK_108,68
ASMT_0000262,REV_2024,U01045,RISK_108,312
ASMT_0000263,REV_2025,U01045,RISK_108,42
ASMT_0000263,REV_2025,U01045,RISK_108,294
ASMT_0000264,REV_2023,U01060,RISK_116,124
ASMT_0000264,REV_2023,U01060,RISK_116,603
ASMT_0000264,REV_2023,U01060,RISK_116,237
ASMT_0000265,REV_2024,U01060,RISK_116,200
ASMT_0000265,REV_2024,U01060,RISK_116,410
ASMT_0000265,REV_2024,U01060,RISK_116,633
ASMT_0000266,REV_2025,U01060,RISK_116,204
ASMT_0000266,REV_2025,U01060,RISK_116,391
ASMT_0000267,REV_2022,U00340,RISK_037,161
ASMT_0000267,REV_2022,U00340,RISK_037,470
ASMT_0000267,REV_2022,U00340,RISK_037,88
ASMT_0000268,REV_2022,U00921,RISK_100,407
ASMT_0000268,REV_2022,U00921,RISK_100,317
ASMT_0000269,REV_2023,U00921,RISK_100,616
ASMT_0000269,REV_2023,U00921,RISK_100,541
ASMT_0000270,REV_2026,U00921,RISK_100,272
ASMT_0000270,REV_2026,U00921,RISK_100,241
ASMT_0000271,REV_2022,U00016,RISK_024,272
ASMT_0000271,REV_2022,U00016,RISK_024,464
ASMT_0000272,REV_2023,U00016,RISK_024,415
ASMT_0000272,REV_2023,U00016,RISK_024,526
ASMT_0000273,REV_2024,U00016,RISK_024,200
ASMT_0000274,REV_2025,U00016,RISK_024,550
ASMT_0000274,REV_2025,U00016,RISK_024,2
ASMT_0000275,REV_2026,U00016,RISK_024,128
ASMT_0000275,REV_2026,U00016,RISK_024,494
ASMT_0000275,REV_2026,U00016,RISK_024,342
ASMT_0000276,REV_2024,U00593,RISK_056,550
ASMT_0000276,REV_2024,U00593,RISK_056,225
ASMT_0000277,REV_2026,U00593,RISK_056,152
ASMT_0000278,REV_2024,U00945,RISK_018,523
ASMT_0000278,REV_2024,U00945,RISK_018,236
ASMT_0000279,REV_2026,U00945,RISK_018,161
ASMT_0000279,REV_2026,U00945,RISK_018,456
ASMT_0000280,REV_2024,U01558,RISK_026,261
ASMT_0000280,REV_2024,U01558,RISK_026,494
ASMT_0000281,REV_2024,U00244,RISK_093,214
ASMT_0000282,REV_2023,U00290,RISK_055,440
ASMT_0000282,REV_2023,U00290,RISK_055,331
ASMT_0000282,REV_2023,U00290,RISK_055,412
